tweet,label
"Tidak hanya pernikahan, overworking aja udah bisa bikin kita gak ada waktu buat temen. Kuncinya cuma satu, you have a support system. Simpel aja, suami paham kalo istrinya jg butuh kebebasan berkawan. Kalo kamu punya ini, pernikahan aman, persahabatan jalan. https://t.co/VZ8V34s4zQ",Negatif
Duar langsung overthinking,Negatif
Capek begadang terus gara2 overthinking:(,Negatif
You know? I think it's time to trust my instict even more.,Netral
"Pernah cari makan malem sama crush dari rumah ke Sumber, Manahan, Balaikota,Mojosongo, ujung2nya cuman makan 1 km deket rumah wkwkw. https://t.co/HPYRMbIn2q",Netral
"Curhat chanyeol ke mas crush jdnya begituu, antara sedih tp mo ngakak🙂 https://t.co/eJ8dJ4WAIO",Netral
overthinking itu nyiksaaaaa,Negatif
boleh lah staycation bareng ke bali,Netral
Careful! $XRP is getting pumped by a group with 180.000 members. I did not even know this was possible! They also pumped $eth and $btc. They will pump again tomorrow! https://t.co/3uKohKdmT5 https://t.co/9EB597IyzO,Netral
"Score aside, I actually like the feisty-ness of the players. That being said, our options in front are pathetic @ManUtd",Positif
Healing dengerin suara jamur https://t.co/bbr2kwxUDG,Netral
Staycation di akhir PPKM level 4 https://t.co/tLevpJ68xO,Netral
"Sungguh, tempat ternyaman saat ini buat self healing https://t.co/7GTgEYoeMl",Positif
Tahun baru kemana aja?  Me: Really fcking me: For fcking shake this NY does not even make some hype: https://t.co/8MZmjLjPwo,Negatif
Gak bisa bobok bestie,Netral
healing nya ke warunk:3 https://t.co/fgLQAvviO3,Positif
"[Tuban 30°C] Selamat siang …Nasi Jagung - literally translated as 'corn rice' - looks like couscous, but made of corn and has finer grains.🌞#SpicyFriedEels#NasiJagung#BananaLeaf#Eel @ Maibit https://t.co/A8oQ1QJ2LZ",Netral
Kaget bestie baru bangun tidur NCT DREAM CMBK https://t.co/C5lIeQgvTK,Positif
Cuma takut sama diri sendiri takut udh ga sanggup overthinking tiap hari.,Negatif
Finally got a place where I can do whatever I want,Positif
should y'all be concerned with the friends who's actually cepuin itu story too? they're low-key snake,Negatif
we graduated together bestie 🐨🐣 https://t.co/UzOLLqR1B8,Positif
"gradually, slowly but surely, will definitely get good results.  постепенно, медленно, но верно, обязательно добьетесь хороших результатов.  #surflessons #surfing #surfer #surfinstructors #surfcoach #surfinglessons #learntosurf #canggubali #canggubeach #pererenanbeach https://t.co/3A39ECvkeP",Positif
Self Healing terbaik https://t.co/64Hgq9gAAu,Positif
Even the fools know nothing is forever~,Netral
"Staycation di Bogor emang selalu menyenangkan, selain banyak kuliner makanan disini juga sering turun Hujan 💙",Positif
me: all day wandering around the realm of idiots https://t.co/Oqo4cWkpMe,Negatif
"Healing yang paling ideal adalah ""ketiban"" duit banyak, jajanin ortu, dan travelling keliling Indonesia.",Positif
"Lagi rame, gaslighting 🚀 https://t.co/svtedM4tdn",Negatif
Kondangan sendiri ✅ Makan ayce sendiri ✅ Jalan-jalan sendiri ✅ Staycation sendiri ✅ Ngopi sendiri ✅  Tinggal nonton bioskop sendiri aja belum,Positif
Rekomendasi film horror dong bestie,Netral
"manifesting menang cipar, disponsori kantor ke bali 😭",Positif
"Ya Allah, aku masih nunggu kiriman black/tuxedo kitten yg sehat lincah aktif bisa makan minum pup sendiri dan clingy ya.  (Doa spesifik) 😂",Positif
"Page 365 of 365 Bisa jadi tahun yg baik, tapi tetep harus di syukuri. Banyak cobaan bgt, mulai positive covid, kuliah semester akhir, proposal dan skripsi yg luar biasa buat puyeng, nangis"" tiap malem karna overthinking terus""an. Tapi gapapa, tetep d syukuri sj.  Makasih ya, 2021",Positif
"Kalo emg aku salah, harusnya dia tuh bilang gitu apa salah aku, supaya aku gak overthinking dan berpikiran kemana-kemana.",Negatif
"actually showering cost 5min, else (inc desire) cost an hour https://t.co/oxWrLtvx9Y",Netral
"I don't know if this will be my goal in life or just typing, but I will enjoy the world while get rich or die tryin",Positif
"Oyasuminasai .. AyuChan @kepo_jepang ... Selamat beristirahat .. 😴😴😴.. Jaga kesehatan selalu .. Jangan lupa sempatkan olahraga atau Yoga🧘 di weekend , agar badan kamu sehat 💪💪💪 .. Dan .. Please ... Besok &amp; hari Minggu tetep usahain ONLINE yaa di Twitter 🙏🙏 https://t.co/7sRsmbopF7",Positif
Our 1% may not even be billionaires... https://t.co/nwWpFp8lD9,Netral
Pulang kampung sambil liburan 🤪  #trip2022 #padarisland #labuanbajo #floresntt #happyday #mytripmyadvanture #Healing https://t.co/TVvwYK0FDp,Positif
I hate to be relatable but-- yeah https://t.co/az0Z4Y1gY6,Negatif
"Akhirnya ""nonton film"" disela nugas.. gak berani pdahal takut kedistract nagih, tapi grgr spoiler jadi kepo haha 90/100 laaa buat Kale🥰 https://t.co/cPLNQAr9lZ",Positif
Apa hukumnya buat doi yang udh peka sama kodean kita tapi tetep bodoamat. Perlu dijadiin opor buat lebaran kah bestie?,Negatif
Did you really even come to Bali if you didn’t take a million photos in your private villa’s pool?   No? Just me then? 😂  #perth #altgirls #pawg #milf #bali #seminyak #travel #balibirahi #privatevilla #balilife #poolside https://t.co/aULo2VPzT7,Netral
"Oh right, so is the band called MAS 0094 or ONEWE?  Is the fandom l🌸vers or Weve then? No wonder even the fandom name is about to get stolen :/ Rather than fight for own fandom name, you choose to fight your brother group. Right we r family after all~ /s https://t.co/T9HnLe2bIa https://t.co/SYSJ9cOBZC",Positif
terimakasih kepada seluruh pihak yg telah ikut menyukseskan healing Juli sebelum plp https://t.co/SJFNumYYki,Positif
"whatever you do, thank you",Positif
Gagal staycation di Jogja. Gara² aturan libur yang mencla mencle 😭 https://t.co/gpKOpXgTs7,Negatif
Yang dibutuhkan saat long weekend sekarang: healing sama bestie di Bobocabin 🥺✨ https://t.co/xjKUSQ26qL,Positif
Pengen muntah langsungan overthinking 🤮,Negatif
"Bestie rasa dulur gendeng moro-moro telpon suarane pelat karo nanges. Enakno slur miber e, ojok balek sebelom 4D karo ketemu Budha",Positif
"When the time comes, I want you to be my wife.  walking with you in the heat and rain, running around and laugh 🙃",Positif
Org2 mba somehow muka2nya setipe gt deh. Rapih2,Positif
"dlm hati said: enak ya jadi mereka bisa jalan kemana mana,bisa havefun,bisa ngerasaain healing. tapi badan ini maunya rebahan mulu😌",Negatif
I'm not surprised actually~ Seoho is just being #SEOHO 😂 https://t.co/ryju8yb7LM,Netral
"The Pygmalion effect, or Rosenthal effect, is a psychological phenomenon in which high expectations lead to improved performance in a given area. The effect is named for the Greek myth of Pygmalion, the sculptor who fell so much in love with the perfectly beautiful statue",Netral
Kelapa Muda #Healing https://t.co/FQWqCvrfqz,Netral
"I randomly take my own poison, while I never knew that I choose it randomly too because my mind is too noisy to bear. Here I am, floundering like a nearly dead fish in the middle of dry vast lake~ #AddMyBeer https://t.co/CvKVSa0les",Negatif
Kita bukan bestie 🤡 https://t.co/EFq7DkwMV8,Negatif
"Disini mah, dibawah jam 11 malem udah ngantuk dan udah tidur. Coba kalo dijogja jam segitu masih kuat melek sampe jam 1. Faedah bgt sekalian healing kalo pulkam tuh😊😊",Positif
"Udah pernah ngerasain Nyeterika sambil Overthinking belum?  Kalo belum, cobain deh...  Rasanya, Aaaahhhh, Mantap!!!!!  Wkwkwk https://t.co/zb7WHSKrfu",Negatif
Cek Shira Media - Self- Healing By Thought Force - William Atkinson dengan harga Rp28.080. Dapatkan di Shopee sekarang! https://t.co/NJ058LgQU4 https://t.co/BV2gwAJXr8,Netral
"SUMPAHHH GARCIA SIAPA JI INI ASLI SI OVERTHINKING BERLEBIHAN MALAM INI,garcia siapa sihhh kenapa ada apa aduhhhh mantan apa keluarga apa org jahat apa yg menghancurkan karir ji apa gimanaaaa deg deg an njirrr. https://t.co/qRYfj2oxP8",Negatif
4th bersama bestie.. 👯‍♂️ https://t.co/Nso6DfopkZ,Netral
"And now 2021 has officially left us, while 2022 has officially come.",Netral
Nunggu ayam panggang Klaten datang. Literally!,Netral
"I am in the @BabyDogeCoin whitelist competition!   1.4 million+ #BabyDoge holders and only 10,000 NFTs! This could be the next viral NFT, while 1 entry will win $50k USDT! Plus it helps #SaveDogs  Enter at https://t.co/ck3QFPnMR5 @BabyDogeNFTs",Netral
bertemu mantan yg sudah menjadi bestie https://t.co/zNiuH54679,Netral
"Not even a real touch, just touch screen with fake promised and future. At the end, you only hv her grandmother as the only choice. Even idiots in USA could married better wmn without obligations to understanding forever",Negatif
Overthinking nggk jelas berkedok insomnia🥴,Negatif
"Lagi asik2 ig an, tiba2 ada pop up sms, wis panik kok moro2 paketane habis, overthinking, pas dibuka penuh ternyitii hmm https://t.co/uFrYoGfo2d",Negatif
Paling males kalau naik taksi online kepo banget drivernya nanya-nanya kerja lah apalah.,Negatif
No one:  Literally no one:  Mama:  Kok tadi Mama ga liat Malkis ya. Kan belum nggendong sebelum pergi.,Netral
"⚠️Yang pernah ghosthing in gua⚠️bersyukur deh lu pada masih hidup tenang, kagak gua spill kelakuan lu yg ghosting ke guaGausah sok kecakepan lo, muka juga mulus gua drpada lo. untung2 an lu gua nerima lu apa adanya, gua baper sama lo, nerima segala kekurangan lo",Negatif
"pulang dari tongkrongan happy, pass di tempat tidur kok jadi overthinking",Negatif
Banyak tanya purwokerto mana??  Aku sambil diem bilang entahlah bla bla 😅🤣  Malas banget kepo purwokerto mana 🤣🤣🤣🤣🤣,Netral
Kalo lagi sakit tingkat ke-clingy-an naik secara eksponensial seperti gerak lurus berubah beraturan,Netral
"Kalau doimu g bales chat ya jangan di ganggu dulu, langsung nangis dan overthinking aja coz udah rutinitas lu 🙏 https://t.co/qU8UpVJINm",Negatif
Spill aja kak https://t.co/24QMKjOnWa,Netral
Happy dl kita bareng bestie putih abu2 😘🥰 Req tkt kehilangan 🎶🎶 https://t.co/hcAmFYTI6w,Positif
"Admin @Bogorpisan_ bewoknya gemoy banget, pengen deh dijadiin crush nya.",Positif
"Spartan..  Pantauan pengawasan Buffer Zone, RDT Antigen Gratis Angkutan Logistik dan Validasi Dokumen Persyaratan Perjalanan via ASDP Ketapang dan Pelabuhan Tanjungwangi.  The Check Point Terminal Sritanjung https://t.co/rbR5r9kN7j",Netral
ngapain nih?spill the tea! https://t.co/DaXngv18Dq,Netral
Clingy bet njirr 😩,Negatif
"Built in 1962, SARINAH is the first modern department store in Indonesia which has been supporting local goods since its first operation in 1966  #sarinah  #thamrin  #jakarta  #indonesia @ Sarinah Store Thamrin https://t.co/Ho6JhNMXlA",Netral
"asmara hancur,jadi cagur,diajak healing selalu meluncur,padahal nganggur,move mah enggak tolol emng-_-#2022hancur https://t.co/l7XmYU8NIb",Negatif
I really love to see some of the audience were so doubtful and even woo them down because of using English.  But these fellas prove them wrong! Hell yeah! https://t.co/KPFrQ0KlJi,Positif
Which is really fun and I really feel really happy and excited because of all K-Pop It's what always cheers me up but I don't know with myself what else I've been up to lately but I have to be happy because it's Halloween which I like and I like and what I'm waiting for 🎃🎃🎃,Positif
Mari kita jalan-jalan dulu bestie🚗 tapi gak boleh ada yang ikut ya😗 ngueeenngggg  #StaySelcaDay #StayBeautiful #LeeKnow #리노 #StrayKids #스트레이키즈 @Stray_Kids https://t.co/wfyvLnCPV6,Netral
Sabtu malam. Tak nonton rose karo jack pacaran ae 😌  #Healing  #selfreward  #MalamMinggu  #Titanic https://t.co/hfvJwJeUqR,Positif
"Jam jam segini tuh, jam jam overthinking anj",Negatif
"Manifest this May with life full of hahahihi, kerjaan lancar, banyak waktu selo buat healing, tapi isi dompet tetep kejaga amin! 👍",Positif
"my friend gave another challenge, just like when I answered Manuela back then. This time it was Barry. and again, what I made again amazed my friends.   even if there is another challenge, hopefully I can do it. 😁🔥  #residentevil #residentevilstory https://t.co/cYo95GtUjp",Positif
"Now i know trust issues is real, and it hurt so bad",Negatif
Akankah burnout genshin wkwk,Negatif
Croffle + ovomaltine + es cream coklat = Jujurly endulita ☺️ https://t.co/tt4Yn07vHQ,Positif
Cape overthinking,Negatif
"CARATs, our maknae is now at 11th place! Keep voting for him consistently, let’s enter top 10 or even more before the poll ended🥺💛  https://t.co/2aDwMyhrYl  #디노 #세븐틴 @pledis_17 https://t.co/SJb4bCdppf",Netral
Healing kok mam boncabe 🤣,Negatif
Hobi pram 2021: deeptalk sama orang.,Netral
"H-1 mulai gelisah, mager, dan overthinking",Negatif
Not having anxiety https://t.co/Jp6vEuhvU7,Positif
Honestly... Aespa visual is average..,Netral
Sesekali bolehlah narsis mengagumi diri sendiri. 🤣😊🤭 #me #myself #happymom #behappy #begrateful #beblessed 💗 @ Pamulang Tangsel https://t.co/LpSSgYChSr,Positif
Disaat ini gw dah ga mikir siapapun lol. Yg gw pikir cmn. Im near numb. i can still feel the hurt. But not as bad as before even though this one supposed to hurt me more. Im near numb.,Negatif
Overthinking yaa? Yaa iyalahhh,Negatif
Baru saja mengirim video @ Zona Santuy https://t.co/xs08zxo57R,Netral
"Diri ini mudah mood swing skali🥺 apa aja yg sedih bisa teikut nangis, hbs itu ketawa lagi🙃",Negatif
"denial itu boleh, tapi kalau kamu merasa ada kepastian, kenapa nggak?",Netral
Self healing https://t.co/wu2my1cwpw,Positif
"Yahene og overthinking yahene i madang brouu, lawuhe ro gule le gawe mamak mau awan jozzzz bingits",Negatif
"Untuk diriku di tahun 2020 Terimakasih sudah bertahan sejauh ini, kamu pantas bahagia, kamu pantas mendapatkan cinta, kamu pantas memiliki teman, kamu pantas memilih dengan siapa kamu dapat bahagia. Jangan overthinking, jangan egois, jangan gengsi untuk bilang maaf,",Positif
"2021 - Happy, hurting, healing at the same time 🙂 https://t.co/2ujBJaGrVM",Netral
Meditasi malam ini enak banget. Semua beban rasanya nguap aja. Semoga diberkati usaha healing ini~   Suwun Gusti Yesus 💙,Positif
Overthinking sama diri sendiri,Negatif
Even connor still learned despite being the wealthiest athlete in the world #kurakuradalamtempurung,Positif
I have a crush on you faithfully But then it crashed me,Negatif
"Org-org suka pada pengen bgt me time kmn-mna s e n d i r i actually bnr-bnr sendiri weh kitu, naha aku mh teu bisa kmn-mna sendiri. Gatau knp, ke alfa depan perempatan aja di anter :) yg nganter nya lengkap 2 bodyguard.",Negatif
it’s almost like the bitches that actually like girls be hiding🫠🫠,Negatif
THIS..... zara are actually 18 how can he..... Ah dahlah https://t.co/uqVFq3KnwR,Negatif
the way i overuse the “Jujurly” term today is concerning,Negatif
"Duh, deep ya👌🏻  Thanks for your attention bestie.  #terharu😩🤧 https://t.co/V7e7lJ8xVN",Positif
Nama : Nn.D Hobi : Ngajak overthinking bareng https://t.co/hsVeilmy0U,Negatif
Even the Homecoming Queen cries...~,Netral
"God, i am thanking you before it even happens. #Grateful",Positif
Sold all my $BTC for $ETH and some altcoins under ethereum network a while ago. So far so good.,Positif
"Waiting on mas-mas laundry yg lagi pergi beli makan.  Literally..  (Pictured here, le me who haven't taken a shower in 2 days) https://t.co/cBg1PwMHuV",Netral
Jam jamnya overthinking..,Negatif
"happy friday uda lama ga foto portfolio • some picts are excited for weekend even you just sleep at home. • • #igers #igdaily #friday #editorial @ Medan, Indonesia https://t.co/6eK7xtpyrz",Positif
(SELF HEALING!)Semua akan berpaling ..Semua akan me-refund ke diri masing-masing ..Mengalir bukan tujuan diri ..Tetapi Untuk Melihat Situasi dan kondisi ..Dan mengambil cara yang relevan ..Agar tidak terpatahkan .. https://t.co/7t5jEMdUSh,Positif
"Your project is very good,the whitepaper is also very clear, i hope your project can be successful and successful in the future. I also hope the community can grow even bigger than now.. @prasetyo_114   @CoinMarketCap   @suka_suka_kamu   #MUSK #BSC #Binancechain https://t.co/ufYRccAPpx",Positif
"Even it's just one person who watch my premiere, im still thankful for that🙏",Positif
"tetap tenang tetap santuy bismillah wa pasti bisa kan uda tau konsequensi nya harus siap melewatinyaa, aaa anjir gugup jua meeting ama PT.Pama persada",Positif
"Happy new year, I hope this year begins with blessings and goodness, honestly it's been quite painful and tiring for the past 2 years. And for the men I've idolized for the past 5 years, stay happy and thank you for sticking with us (Bangtan &amp; Army) until now♡. @BTS_twt  #btsv https://t.co/iCO3i0OH2h",Positif
Tester tester😅 bikin lonsay buat sarapan besok. Jadi besok pagi bisa santuy. Biar khusuk nonton si rona sama vicenzo https://t.co/1JaMptsK1a,Netral
See the different between jogging listen the music and watch reels.. I lost 0.5 km in track while I'm watching reels..😢 https://t.co/cConNEvFod,Negatif
"I know it's too much, but honestly I'm happy ..",Positif
Kenapa si overthinking mulu capek tau gak😭😭,Negatif
"MEIS itu asik banget tempat nya ada pantai.   Ada mall tempat makan solaria, Starbucks, dll   Bisa healing di ancol pula   Kalo bosen main ke dufan enak jg 🤣",Positif
"Pagi” duduk di roof top rumah, merajut, sambil denger cicitan burung. Healing murah meriah. https://t.co/wkJzyvcHbN",Positif
Which is the most difficult task?Controlling flocks of sheep  Or a swarm of humans,Netral
"menarik, siapa yg akan keluar? darren or martin? honestly i'd like to see martin stay in rush green https://t.co/NajK10i4wM",Netral
"Soswit bgt ketika tae seriing bgt bilang ""jimin ah, saranghae"" ke jimin terus jimin jugaa ""my love"" aghhhhhh the real soulmate. Need vmin in my life for my bestie 🥺",Positif
Healing kecil-kecilan https://t.co/kuFuCSbOGA,Netral
365/365Terima Kasih 2021 udah kasih banyak pelajaran dan Puji Tuhan 2021 udah terUpgrade..Makasih buat setiap orang dihidup gue yang pernah kutulis dilembar buku 2021 ini.. setiap Kisah Senang dan Sedih! whatever that is THANK YOU!See You on 2022! My New Journey has started!,Positif
Having toxic relationship with my trust issues 🥲,Negatif
"Sama ma, aku juga kepo mama akan berbesan dengan siapa🙂 https://t.co/LOvdtlztRs",Positif
"Sebelumnya ada rencana raker di luar kota, ternyata batal. Dan siang ini beneran fathan minta staycation tak terduga, tapi di rs. Cepet sembuh nak. Moga segera sehat, nggak demam lagi, bisa dan mau makan dengan lahap",Negatif
"Setelah banyak sharing dg apipol,  kami menyimpulkan bahwa merantau adalah healing yg tepat untuk mententramkan fikiran. Menjadi dewasa dan berfikir kompleks ternyata tidak enak. But isokei.",Positif
How do they keep finding even dumber WH press secretaries? 🙄😒 https://t.co/bcf6W6McHC,Negatif
"Aku tiap hari""Hari ini gamau megang laptop, istirahat duli kan masih sakit""While kenyataany ooo tidak tidaaak",Negatif
"Im gonna find someone, someday, who might actually treat me well, this is the big world!!",Positif
"sunsetz, nothings gonna hurt u baby, crush, sweet https://t.co/zhcpwEoKS3",Positif
"Need around a month to reached 1000K vax, and the target is 180000K vax. So we need 180 months. Die 😭😭 https://t.co/C13dWlGFQo",Negatif
"Saya pernah jadi anak kek gini, jaman saya gay in denial jadinya nyari pelarian dari nafsu seks dengan mendukung fanatik beginian, supaya ""energinya dilampiaskan kesitu"", dan itu terbukti di buku Orwell. Gerakan Fanatik membungkam seksualitas utk diserap energinya/eksploitasi. https://t.co/BXF1pO5klA",Negatif
Memang butuh support system buat confidence lagi 🥺,Positif
Hai. Barangkali temen temen twitter aku berkenan buat bantu follow :) seminggu kemaren fokus buat nyoba buka usaha thrifting ini dan ya semoga lancar untuk kedepannya. https://t.co/mrw38nxqzS https://t.co/UzO6dxPf1T,Netral
Iya bener sih face genius ini maksudnya memang even when kita mau berusaha kayak mana ya susah ngalahin yang emang dr sononya udah ky cha eun woo.,Netral
"Until everyone’s vaccinated, I’ll still gonna wear a mask.. even if I already got my 2nd vaccine.",Netral
Sempet sempetnya overthinking di malam tahun baru 😭😭,Negatif
But seriously the reason i could wake up at 6 on Sunday is either gym or work and yes i was on my laptop at 6 am while waiting for the dog food to defrost 🥲,Netral
"My heart is like an open highway Like Frankie said, ""I did it my way"" I just want to live while I'm alive It's my life 😂 @harrapenta @nilkudanil https://t.co/TSqEeimw7z",Positif
"Both @FollowAndretti &amp; @AvalancheAVAX are leaders in eco-friendly field, one in blockchain, &amp; one in racetrack. This collaboration surely will lead to success as more people recognize what #Avalanche  is all about &amp; how it different to other blockchains https://t.co/5rY7idVbFU",Netral
"Ibu gogo ni kalau merasa ga gesek atm, santuy aja bu. Tp saat itu posisi atm kan sm anak ibu. Ya kalau bukan ibu, tanyain anak ibu dong jgn nyumpahin org yg udh ga ada. Wkt orgnya msh ada, diem bae lu bu.",Negatif
Asli pengen bgt deep talk sama u. Ngomongin semua yg gaenak dgn jujur,Netral
Pen gue spill usn nya ke reva biar tau seberapa bucin doi wkwk https://t.co/VAlWRhNxd1,Netral
"Tiba-tiba Managerku call, jelasin mau ajak staycation bareng temen kantor se Dept (total jadi ber3 aja si, lagi 1 orang ga bisa), di Villa daerah Seminyak, check in hari Sabtu tgl 6 Maret.  ""Aku butuh liburan, bisa kan ikut? Biar seru"" ""Nggih Pak""  Emang the best punya atasan 💕",Positif
"Lagian ngepost video cium2 aja udah aneh. Even close friends lu bener2 sahabat lu, ya tetep aja bukan konsumsi publik. Meresahkan dan bikin risih ga sih.",Negatif
Even when he's sitting down the height difference isn't that far 😭 imagine standing next to Seoham I'd look like a thumb #SemanticError https://t.co/2tBFoLujJn,Negatif
Tadi sesengkukan trs telpon si Dinda. Covid + anxiety bikin perasaan hari ini down. Terus dikirimin buku sama Alquran 🤗✨ https://t.co/Ui0ixuvX1j,Positif
"Somehow seller di marketplace blg masih ada stoknya, pas kita checkout galama di chat klo barangnya ngga ada. Ketika kita ajuin cancel dikata barang ada, bilangnya keselip.   Pikirku sengaja biar kita nunggu pol, ga malah ke store lain or cancel. 🤔 Wdyt?",Negatif
Sapa nih?? Spill doong hahahaha https://t.co/BaijdiejPj,Netral
So I found my long lost brother while I’m on a shift in a coffee shop https://t.co/XmhmtvrxfY,Netral
Denial banget kerja,Negatif
"These two literally saved MU last night.   Kedua (pemain) ini menyelamatkan MU kemarin malam. @ Manamas, Nusa Tenggara Timur, Indonesia https://t.co/fLUswwsPEL",Positif
Wait... Is that even a standard? https://t.co/Uwm805XK71,Negatif
"mau menu ini , cepat spill cabang mana 😊 https://t.co/xhHmnGmzxp",Netral
"Hey mei, dibuka dengan hujan subuh ini, semoga membawa keberkahan. Jangan lupa bersyukur, jangan lagi insecure dan overthinking 💕  See u next year, aprilku✨",Positif
Literally me https://t.co/p8WJf6j0LS,Netral
"Oke overthinking x loneliness nya kambuh, saat nya tidur drpd mikir yg gak2",Negatif
Overthinking berhadiah turun 2kg.,Negatif
"Nasib acu tidak pernah melewati masa ""bestie""... https://t.co/Hl0mb83FM6",Netral
Whatever happens #SelamanyaGaruda 🇮🇩,Positif
"Terkadang manusia masih suka mencari tau yang seharusnya gak perlu diketahui. Masih melihat apa yg seharusnya gak diliat. Singkatnya istilah itu ""KEPO"", ya mau gimana, udah berusaha untuk bodo amat, eh bisa bisanya si otak malah ngelakuin itu, hati cuma bisa bilang sabar ya.",Negatif
"Whatever you might name it for today, the last day of everything, be grateful it's not your last breathe.",Positif
Good evening to my lovely sweetie baby bestie https://t.co/XechF2Lhoy,Netral
"Healing terhemat. Tengah malem duduk di teras, bir ,roko, dengerin lagu pamungkas yg i love u but im letting go.",Positif
Please make it affordable for people around the world as well :( https://t.co/LBjxf7PIg7,Negatif
Ayok spill  Me ? Duren https://t.co/KltvfPbN5D,Netral
probably~ https://t.co/R9RQhi2PL2,Netral
gw ngasih tau doang dibilang kepo😜..,Negatif
"When you're swearing and talking in your local language while testing on mic and camera for Zoom meeting and forgot to mute it, then you realize that some students already joined the meeting automatically, it feels like: 😩😩🤯🤯  Faaakkkk isin cuuuuuuu*",Negatif
