tweet,label
banyak tanya purwokerto mana?? aku sambil diam bilang entahlah bla bla 😅🤣 malas banget kepo purwokerto mana 🤣🤣🤣🤣🤣,Netral
kalo lagi sakit tingkat ke-clingy-an naik secara eksponensial seperti gerak lurus berubah beraturan,Netral
"kalau doimu enggak balas chat ya jangan di ganggu dulu, langsung menangis dan overthinking saja coz sudah rutinitas lu 🙏",Negatif
spill saja kak,Netral
happy dulu kita bareng bestie putih abu2 😘🥰 req tkt kehilangan 🎶🎶,Positif
"admin bewoknya gemoy banget, pengin deh dijadikan crush nya.",Positif
"spartan.. pantauan pengawasan buffer zone, rdt antigen gratis angkutan logistik dan validasi dokumen persyaratan perjalanan via asdp ketapang dan pelabuhan tanjungwangi. the check point terminal sritanjung",Netral
mengapai nih?spill the tea!,Netral
clingy banget anjir 😩,Negatif
"built ini 1962, sarinah is the first modern department store ini indonesia which has been supporting local goods since its first operation ini 1966 @ sarinah store thamrin",Netral
"asmara hancur,jadi cagur,diajak healing selalu meluncur,padahal nganggur,move mah enggak tolol emng-_-",Negatif
i really love tapi sih some of the audience were sok doubtful and even woo them down because of using english. but these fellas prove them wrong! **** yeah!,Positif
which is really fun and i really feel really happy and excited because of all k-pop its what always cheers me up but i dont know with myself what else ive been up tapi lately but i have tapi be happy because its halloween which i like and i like and what im waiting for 🎃🎃🎃,Positif
mari kita jalan-jalan dulu bestie🚗 tapi enggak boleh ada yang ikut ya😗 ngueeenngggg #리노 #스트레이키즈,Netral
sabtu malam. tak menonton rose karo jack pacaran saja 😌,Positif
"jam jam segini tuh, jam jam overthinking anjing",Negatif
"manifest this mau with life full of hahahihi, pekerjaan lancar, banyak waktu selo buat healing, tapi isi dompet tetap kejaga amin! 👍",Positif
"my friend gave another challenge, just like when i answered manuela back then. this time itu was barry. and again, what i made again amazed my friends. even if there is another challenge, hopefully i can di it. 😁🔥",Positif
"now i know trust issues is real, and itu hurt sok bad",Negatif
akankah burnout genshin wkwk,Negatif
croffle + ovomaltine + es cream coklat = jujurly endulita ☺️,Positif
capek overthinking,Negatif
"carats, our maknae is now at 11th place! keep voting for him consistently, let’s enter top 10 orang even more before the poll ended🥺💛 #디노 #세븐틴",Netral
healing kok mam boncabe 🤣,Negatif
hobi pram 2021: deeptalk sama orang.,Netral
"h-1 mulai gelisah, mager, dan overthinking",Negatif
not having anxiety,Positif
honestly... aespa visual is average..,Netral
sesekali bolehlah narsis mengagumi diri sendiri. 🤣😊🤭 💗 @ pamulang tangsel,Positif
disaat ini gue deh enggak mikir siapapun lol. yang gue pikir cmn. im near numb. i can still feel the hurt. but not as bad as before even though this one supposed tapi hurt me more. im near numb.,Negatif
overthinking yaa? ya iyalahhh,Negatif
baru saja mengirim video @ zona santuy,Netral
"diri ini mudah mood swing skali🥺 apa saja yang sedih bisa teikut nangis, habis itu ketawa lagi🙃",Negatif
"denial itu boleh, tapi kalau kamu merasa ada kepastian, kenapa nggak?",Netral
self healing,Positif
"yahene og overthinking yahene i madang brouu, lawuhe ro gule boleh gawe mamak mau awan jozzzz banget",Negatif
"untuk diriku di tahun 2020 terimakasih sudah bertahan sejauh ini, kamu pantas bahagia, kamu pantas mendapatkan cinta, kamu pantas memiliki teman, kamu pantas memilih dengan siapa kamu dapat bahagia. jangan overthinking, jangan egois, jangan gengsi untuk bilang maaf,",Positif
"2021 - happy, hurting, healing at the same time 🙂",Netral
meditasi malam ini enak banget. semua beban rasanya nguap aja. semoga diberkati usaha healing ini~ suwun gusti yesus 💙,Positif
overthinking sama diri sendiri,Negatif
even connor still learned despite being the wealthiest athlete ini the world,Positif
i have a crush on you faithfully but then itu crashed me,Negatif
"org-org suka pada pengin banget me time kmn-mna si e n di i r i actually bnr-bnr sendiri weh kitu, naha aku mah teu bisa kmn-mna sendiri. enggak tau knp, ke alfa depan perempatan saja di anter :) yang nganter nya lengkap 2 bodyguard.",Negatif
it’s almost like the **** that actually like girls be hiding🫠🫠,Negatif
this..... zara are actually 18 how can he..... ah dahlah,Negatif
the way i overuse the “jujurly” term today is concerning,Negatif
"duh, deep ya👌🏻 thanks for your attention bestie. 😩🤧",Positif
nama : nn.d hobi : mengajak overthinking bareng,Negatif
even the homecoming queen cries...~,Netral
"****, i sama thanking you before itu even happens.",Positif
sold all my $btc for $eth and some altcoins under ethereum network a while ago. sok far sok good.,Positif
"waiting on mas-mas laundry yang lagi pergi beli makan. literally.. (pictured here, boleh me who havent taken a shower ini 2 days)",Netral
jam jamnya overthinking..,Negatif
"happy friday sudah lama enggak foto portfolio • some picts are excited for weekend even you just sleep at home. • • @ medan, indonesia",Positif
(self healing!)semua akan berpaling ..semua akan me-refund ke diri masing-masing ..mengalir bukan tujuan diri ..tetapi untuk melihat situasi dan kondisi ..dan mengambil cara yang relevan ..agar tidak terpatahkan ..,Positif
"your project is very good,the whitepaper is also very clear, i hope your project can be successful and successful ini the future. i also hope the community can grow even bigger tahan now..",Positif
"even its just one person who watch my premiere, im still thankful for that🙏",Positif
"tetap tenang tetap santuy bismillah wa pasti bisa kan sudah tau konsequensi nya harus siap melewatinyaa, aaa anjir gugup jua meeting sama pt.pama persada",Positif
"happy new year, i hope this year begins with blessings and goodness, honestly its been quite painful and tiring for the pasti 2 years. and for the men ive idolized for the pasti 5 years, stay happy and thank you for sticking with us (bangtan &amp; army) until now♡.",Positif
tester tester😅 bikin lonsay buat sarapan besok. jadi besok pagi bisa santuy. biar khusuk menonton sih rona sama vicenzo,Netral
sih the different between jogging listen the music and watch reels.. i lost 0.5 kamu ini track while im watching reels..😢,Negatif
"i know its too much, but honestly im happy ..",Positif
kenapa sih overthinking mulu capek tau gak😭😭,Negatif
"meis itu asik banget tempat nya ada pantai. ada mall tempat makan solaria, starbucks, dll bisa healing di ancol pula kalo bosan main ke dufan enak juga 🤣",Positif
"pagi” duduk di roof top rumah, merajut, sambil dengar cicitan burung. healing murah meriah.",Positif
which is the most difficult task?controlling flocks of sheep orang a swarm of humans,Netral
"menarik, siapa yang akan keluar? darren orang martin? honestly id like tapi sih martin stay ini rush green",Netral
"soswit banget ketika tae seriing banget bilang ""jimin ah, saranghae"" ke jimin terus jimin juga ""my love"" aghhhhhh the real soulmate. need vmin ini my life for my bestie 🥺",Positif
healing kecil-kecilan,Netral
365/365terima kasih 2021 sudah kasih banyak pelajaran dan puji tuhan 2021 sudah terupgrade..makasih buat setiap orang dihidup gue yang pernah kutulis dilembar buku 2021 ini.. setiap kisah senang dan sedih! whatever that is thank you!see you on 2022! my new journey has started!,Positif
having toxic relationship with my trust issues 🥲,Negatif
"sama ma, aku juga kepo mama akan berbesan dengan siapa🙂",Positif
"sebelumnya ada rencana raker di luar kota, ternyata batal. dan siang ini benaran fathan meminta staycation tak terduga, tapi di rs. cepat sembuh nak. moga segera sehat, enggak demam lagi, bisa dan mau makan dengan lahap",Negatif
"setelah banyak sharing dengan apipol, kami menyimpulkan bahwa merantau adalah healing yang tepat untuk mententramkan fikiran. menjadi dewasa dan berpikir kompleks ternyata tidak enak. but isokei.",Positif
how di they keep finding even dumber wh press secretaries? 🙄😒,Negatif
"aku tiap hari""hari ini enggak mau memegang laptop, istirahat duli kan masih sakit""while kenyataany ooo tidak tidaaak",Negatif
"im gonna find someone, someday, who might actually treat me well, this is the big world!!",Positif
"sunsetz, nothings gonna hurt lu baby, crush, sweet",Positif
"need around a month tapi reached 1000k vax, and the target is 180000k vax. sok we need 180 months. die 😭😭",Negatif
"saya pernah jadi anak kayak gini, jaman saya **** ini denial jadinya mencari pelarian dari nafsu seks dengan mendukung fanatik beginian, supaya ""energinya dilampiaskan kesitu"", dan itu terbukti di buku orwell. gerakan fanatik membungkam seksualitas untuk diserap energinya/eksploitasi.",Negatif
memang butuh support system buat confidence lagi 🥺,Positif
hai. barangkali teman teman twitter aku berkenan buat bantu follow :) seminggu kemarin fokus buat mencoba buka usaha thrifting ini dan ya semoga lancar untuk kedepannya.,Netral
iya benar sih face genius ini maksudnya memang even when kita mau berusaha kayak mana ya susah mengalahkan yang memang dari sononya sudah kaya cha eun woo.,Netral
"until everyone’s vaccinated, i’ll still gonna wear a mask.. even if i already got my 2nd vaccine.",Netral
sempat sempetnya overthinking di malam tahun baru 😭😭,Negatif
but seriously the reason i could wake up at 6 on sunday is either gym orang work and yes i was on my laptop at 6 sama while waiting for the dog food tapi defrost 🥲,Netral
"my heart is like an open highway like frankie said, ""i did itu my way"" i just want tapi live while im alive its my life 😂",Positif
"both &amp; are leaders ini eco-friendly field, one ini blockchain, &amp; one ini racetrack. this collaboration surely will lead tapi success as more people recognize what is all about &amp; how itu different tapi other blockchains",Netral
"ibu gogo nih kalau merasa enggak gesek atm, santuy saja bu. tapi saat itu posisi atm kan sama anak ibu. ya kalau bukan ibu, tanyakan anak ibu **** jangan nyumpahin orang yang sudah enggak ada. waktu orgnya masih ada, diam bae lu bu.",Negatif
asli pengin banget deep talk sama u. mengomongkan semua yang gaenak dengan jujur,Netral
pengin gue spill usn nya ke reva biar tau seberapa bucin doi wkwk,Netral
"tiba-tiba managerku call, jelasin mau ajak staycation bareng teman kantor se dept (total jadi ber3 saja si, lagi 1 orang enggak bisa), di villa daerah seminyak, check ini hari sabtu tanggal 6 maret. ""aku butuh liburan, bisa kan ikut? biar seru"" ""nggih pak"" memang the best punya atasan 💕",Positif
"lagian ngepost video cium2 saja sudah aneh. even close friends lu benar-benar sahabat lu, ya tetap saja bukan konsumsi publik. meresahkan dan bikin risih enggak sih.",Negatif
even when hes sitting down the height difference isnt that far 😭 imagine standing next tapi seoham id look like a thumb,Negatif
tadi sesengkukan terus telpon sih dinda. covid + anxiety bikin perasaan hari ini down. terus dikirimin buku sama alquran 🤗✨,Positif
"somehow seller di marketplace bilang masih ada stoknya, pas kita checkout galama di chat kalo barangnya enggak ada. ketika kita ajuin cancel dikata barang ada, bilangnya keselip. pikirku sengaja biar kita menunggu pol, enggak malah ke store lain orang cancel. 🤔 wdyt?",Negatif
sapa nih?? spill dong hahahaha,Netral
sok i found my long lost brother while i’m on a shift ini a coffee shop,Netral
denial banget kerja,Negatif
"these two literally saved mu last night. kedua (pemain) ini menyelamatkan mu kemarin malam. @ manamas, nusa tenggara timur, indonesia",Positif
wait... is that even a standard?,Negatif
"mau menu ini , cepat spill cabang mana 😊",Netral
"hey mei, dibuka dengan hujan subuh ini, semoga membawa keberkahan. jangan lupa bersyukur, jangan lagi insecure dan overthinking 💕 sih lu next year, aprilku✨",Positif
literally me,Netral
"oke overthinking kali loneliness nya kambuh, saat nya tidur daripada mikir yang gak2",Negatif
overthinking berhadiah turun 2kg.,Negatif
"nasib acu tidak pernah melewati masa ""bestie""...",Netral
whatever happens 🇮🇩,Positif
"terkadang manusia masih suka mencari tau yang seharusnya enggak perlu diketahui. masih melihat apa yang seharusnya enggak diliat. singkatnya istilah itu ""kepo"", ya mau gimana, sudah berusaha untuk bodo amat, eh bisa bisanya sih otak malah melakukan itu, hati cuma bisa bilang sabar ya.",Negatif
"whatever you might name itu for today, the last day of everything, be grateful its not your last breathe.",Positif
good evening tapi my lovely sweetie baby bestie,Netral
"healing terhemat. tengah malam duduk di teras, bir ,roko, mendengarkan lagu pamungkas yang i love lu but im letting go.",Positif
please memakai itu affordable for people around the world as well :(,Negatif
ayok spill me ? duren,Netral
probably~,Netral
gue mengasih tau doang dibilang kepo😜..,Negatif
"when youre swearing and talking ini your local language while testing on mic and camera for zoom meeting and forgot tapi mute it, then you realize that some students already joined the meeting automatically, itu feels like: 😩😩🤯🤯 faaakkkk isin cuuuuuuu*",Negatif
"sang anak mana tau, orgtua memikirkan tiap detik,menit,waktu,jam demi membiayai sang anak.. eh anaknya malah overthinking buat hal gapenting",Negatif
"guys, how di we even start? i know, we should start things off with caramella americano. a blend of americano, salted caramel syrup and two scoops of vanilla ice cream on top. available ill sih you thurrr!!",Netral
"dark room, cold weather ft good music",Netral
di mendengarkan ya bestie dan bebsky disaat mental sedang kacau ini bisa jadi solusi,Netral
"ya eventually, itu doesnt even matter.",Netral
"why should anyone love you if you don’t di so? me : ... pain is certain, suffering is optional. keep going. find her. even though, you cant find ur self.",Netral
"either way, whatever the circumstances, i will definitely memakai this dream come true. even if i sama alone, even if i die this time, this voice will fulfill that dream, because this is no longer an illusion for me.",Positif
"perkara minjem duit saja repot ya sist 🙃👌🏻 minjemnya buru2, galak pula, giliran diminta karena butuh dari bulan apa sampai sekarang enggak di read. duh gusti 🙃 mana sosmedku sengaja di hidden, gara-gara ketahuan habis liburan ya hihi 🥱 padahal mah kalo jujur belum bisa bayar kan santuy",Negatif
7bln enggak samasekali rasanyaaa atulaaah plisss 😩healing nya murah 17rebu doang tapi enggak bisa dan gaboleh deuh,Negatif
uwes ta? sakmene tok a seng salty?,Negatif
missing out some beefs and pengangguran ngerujak some stuff on twitter while still being pengangguran is a positive thing because my time well-spent on something else 🤙💸,Positif
akhirnya pekerjaan selesai. mau siap2 bukber ketemu bestie bestie myday bogor,Positif
"sumpah malas mandi,males otw,minggu sbnrnya waktu buat healing self sih..",Negatif
healing healing hilang,Negatif
"kuta,bali market",Netral
"jam jam overthinking melanda dengan semena mena lagi.. huh, im sorry for putting you ini this position",Negatif
i cant help tapi replay the video over and over again! i cant even hold my laughter! 🤣🤣🤣🤣,Positif
"anyway, aku jual basreng lho guise. hmm.. enggak langsung makan sih. kamu kudu motong dulu basreng semi matengnya terserah mau julienne po py. terus digoreng dengan minyak banyak selama 10 menitan. sambil diaduk biar mateng merata.berapa? 15 rebu aja. prefer cod untuk area jogja.",Netral
dalam 2 jam aku makan 1 donat gede+marugame+kokumi. alhamdulillah and overthinking at the same time🙃,Negatif
****..that mantis shrimp surely very strong 1 ended lolz,Netral
"kenapa ya healing aku tuh ""beres-beres rumah"", tiap lagi buat atau ngambek, pelariannya lebih ke beresin rumah sampai rapiiiii dan bersiiiih enggak ada yang kelewat. habis beres2 bawaannya plong",Positif
"new year is not a party event, because the most important thing is corecting and evaluating mistakes tapi be even better ini the cooming year😇. thankyou 2020🙏🖤. welcome 2021🥳💗",Positif
even when you dont really meant it.,Netral
self healing self healing silit po,Negatif
"tiap kali mau mengetik atau mengirim wa ke mas crush, bawaanya begini. overthinking. trus, gajadi ngirim.",Negatif
paling benar memang pulang adalah healing terbaik,Positif
"drama, jadi overthinking 😆",Negatif
"if only all problems could be solved just by apologizing, surely everyone would di itu",Netral
jangan lupa tidur jangan overthinking mulu entar mati,Negatif
"best crush sudah mau punya anak laki :"")",Netral
bersama dukung tni/polri untuk mengamankan even ktt g20 yang sangat baik untuk indonesia kalimantan barat maju,Positif
"its been a while since last time i watched football, last yesr maybe",Netral
pengin staycation lagi deh 🥲,Netral
"good photo, good mood. healing.",Positif
enak ya bro menyandar santuy begitu 😌 @ taris bali beach bar,Netral
"makanya kalo sudah ada tanda red flag itu langsung kabur. jangan danial “dia pasti bakal berubah kalo sudah berkeluarga, sudah punya anak” kalo bandel mah bandel aja, sesungguhnya enggak ada perempuan yang bisa ngerubah laki-laki",Negatif
"lagi enggak dekat sama siapa², tapi ada crush, tapi sekarang doi sudah slow respon dan enggak pernah chat lg. apakah ini tanda waktunya push rank lagi sampai mampooss 😂 gass..",Negatif
tadi tidur sore smape habis magrib dan sekarang enggak bisa tidur + malah teringat masa-masa buruk kemarin. anxiety 😣🤯🤮,Negatif
is itu even real?😱,Netral
pernah foto berdua sama crush ga🥰🥰🥰🥰🥰🥰🥰🥰🥰,Positif
which ones di you prefer bash orang zsh?,Netral
kenapa sih orangtua muda sekarang selalu kasih balitanya main hp? even they did not raised that way.,Negatif
walaupun ketrigger tapi tetap santuy,Positif
literally pemersatu bangsa 😆,Netral
"waktu terus kedepan...jaga yang baik dibelakang and for we hope even better a head..manalah mungkin ada waktu yang tak indah?sedangkan penciptanya maha indah ?manalah ada waktu yang tak baik? sedangkan kita selalu bersama dengan yang maha baik.. trimakasih amazing 2021, bismillaah awesome 2022❤",Positif
harusnya lesti spill di twitter dulu bikin thread,Negatif
flexing tapi menutupi rezeki wkwk,Negatif
"terrorist is clearly has no religion! its sok sad about what continues tapi happen ini france. but as a leader, he just spreads hate not even a solution!",Negatif
banyak tanya nanti dikira kepo lagi.,Negatif
"end of 2020, not on vacation, unlike last year, eid i returned home tapi west java and last christmas i returned home tapi west java as itu was during eid, eid this year, i did not come home tapi my home ini west java even at christmas i couldnt meet my parents. covid19 was the answer.",Negatif
when lu cancelling 1000 islands 4 staycation,Netral
ghibahin hutang negara sama sih bestie fina aulia eak,Negatif
"pain changes people, itu makes them trust less, overthinking more and shout people out",Negatif
"dont give up! when life gets overwhelming, and you are tempted tapi give up on the little things ini life. even if things have gotten sok bad that you are considering suicide, turn tapi the hope that is found ini christ.",Positif
"noh yang katanya ""open minded open minded an"" issshhhhh sebel",Negatif
"stay menggembel di era gempuran ootd sana sini :) , netral bestie, gembel iso keren ya iso 🤪🤓",Positif
"our wb was downgrade imo, especially when defensed transition after turned over. dimarco and dumfries was our best option but not good enough. our backup, gosens was lack of physical until when? but **** with bellanova? this boy can’t even keep the ball ffs 🤦🏻😤",Negatif
